Author  Notes,Format,Title,title_href,Year,Cause
Jim Munroe art by Salgood Sam  a postRapture graphic novel,Novel,Therefore Repent,/wiki/Therefore_Repent!,2008,Supernatural
Russell T Davieswriter Explores an apocalyptic alternative future in which British society has collapsed due to the death of Doctor,Television,"Turn Left
Doctor Who episode 197","/wiki/Turn_Left_(Doctor_Who),/wiki/Doctor_Who",2008,Social Collapse
James Kunstler  Explores life in an agrarian village in upstate New York after America collapses under the combined trauma of plague peak oil global warming and nuclear terrorism,Novel,World Made By Hand,/wiki/World_Made_By_Hand,2008,Social Collapse
A TV documentary film and the spinoff Life After People The Series document life on earth after all humans have instantly disappeared The shows does not mention a cause of their disappearance,Film,Life After People,/wiki/Life_After_People,2008,Unspecified
,Television,Terminator The Sarah Connor Chronicles,/wiki/Terminator:_The_Sarah_Connor_Chronicles,20082009,Technology
Astro Boy a robotic reincarnation of his creators lost son lives in highly advanced metro city last of its kind floating above the clouds in the skies of postapocalyptic earth110,Film,Astro Boy,/wiki/Astro_Boy,2009,Eco
A group of 4 on the road trying to find a safe haven while plague rages across the USA,Film,Carriers,/wiki/Carriers_(film),2009,Disease
A virus changes most of the populace into vampires sometime around 2019 At the point where vampirism is considered normal the remaining humans attempt to escape being farmed for their blood while also attempting to find a cure111,Film,Daybreakers,/wiki/Daybreakers,2009,Disease
French ZombieApocalypse film Directed by Benjamin Rocher The film is set in one of French tower blocks wherein a small group of people trying to make their way out of it thrusting through hordes of zombies,Film,La Horde,/wiki/La_Horde,2009,Zombies
Rod Glenn  Five friends struggle to survive 20 years after the collapse of civilisation Set in northern England,Novel,The Killing Moon,/wiki/The_Killing_Moon_(book),2009,Disease
Clemens P Suter  A business man travels home through a deserted postpandemic Eurasia,Novel,Two Journeys,/w/index.php?title=Two_Journeys&action=edit&redlink=1,2009,Disease
MultiFeaturing the same as Left 4 Dead but expanded,Game,Left 4 Dead 2,/wiki/Left_4_Dead_2,2009,Zombies
PCCooperative firstperson shooter video game,Game,Killing Floor,/wiki/Killing_Floor_(2009_video_game),2009,Disease
,Film,2012,/wiki/2012_(film),2009,Eco
Paolo Bacigalupi  In future Thailand where calories are the most needed energy source an unexpected girl struggles to live like as she wants,Novel,The Windup Girl 2009 novel,/wiki/The_Windup_Girl,2009,Eco
Time travel fiction The 2009 ABC Special Earth 2100 explore the future if humans do not take actions to help the ecosystem that can prove to be disastrous Lucy the speaker explains about this world and wonders how she was one of the lucky humans to have survived,Television,Earth 2100,/wiki/Earth_2100,2009,Eco
Adaptation of 2005 years film 9,Film,9,/wiki/9_(2009_film),2009,Technology
The Power Rangers protect the last remnants of humanity who are now settled in the domed city of Corinth after the accidental release of a government created computer virus known as Venjix Malicious and selfaware it leaves most of the planet in nuclear fallout constructs an army of attack bots and begins cybernetic experiments on human prisoners,Television,Power Rangers RPM,/wiki/Power_Rangers:_RPM,2009,Technology
Carrie Ryan  Set generations after the zombie apocalypse a girl struggles against the religious order in her village hoping for life beyond the fences protecting them from the Unconsecrated zombies in the surrounding forest,Novel,The Forest of Hands and Teeth,/wiki/The_Forest_of_Hands_and_Teeth,2009,Zombies
Jaume Balaguer and Paco Plaza  The sequel to 2007s REC,Film,REC 2,/wiki/REC_2,2009,Monsters
Tells of a story where the end of the world caused by a solar flare erupting onto the solar system is accurately predicted,Film,Knowing,/wiki/Knowing_(film),2009,Sun
James Wesley Rawles  An apocalyptic survivalist novel about a total socioeconomic collapse,Novel,Patriots A Novel of Survival in the Coming Collapse,/wiki/Patriots:_A_Novel_of_Survival_in_the_Coming_Collapse,2009,Social Collapse
A French film Depicts the story of a man Robinson who travels across France and Spain during the end of the world,Film,Les derniers jours du monde,/wiki/Les_derniers_jours_du_monde,2009,Unspecified
A film based upon the novel The Road by Cormac McCarthy,Film,The Road,/wiki/The_Road_(2009_film),2009,Unspecified
An album by Jon Boden,Other,Songs From The Floodplain,,2009,Unspecified
,Novel,One Second After,/wiki/One_Second_After,2009,Technology
Series written and drawn by Jeff Lemire and published by Vertigo Comics about a young hybrid humandeer who has survived an apocalyptic plague,Comic,Sweet Tooth,/wiki/Sweet_Tooth_(Vertigo),2009 to present,Disease
Remake of the 80s Television Series,Television,V,/wiki/V_(science_fiction),2009,Aliens
Reality television style drama about a group of survivors forced to live in a warehouse in the virus ravaged city of Los Angeles California,Television,The Colony,/wiki/The_Colony_(2009_TV_series),20092010,Disease
Game A postapocalyptic massively multiplayer online roleplaying game from Icarus Studios and Fallen Earth LLC set in the 22nd Century after the Shiva Virus has spread all over the world,Game,Fallen Earth,/wiki/Fallen_Earth,2009present,War
After a massive earthquake in Tokyo 25km under the sea at a magnitude of 80 siblings Mirai and Yki who were visiting a robot exhibition in Odaiba at the beginning of their summer vacation struggle to reach their parents in their house in Setagaya assisted by a female motorcycle courier named Mari who is striving to reach her own daughter and mother in Sangenjaya Together the three brave the ruined city and try their best to make it home safely,Television,Tokyo Magnitude 80,/wiki/Tokyo_Magnitude_8.0,2009,Eco
The adventures of Jake the dog and Finn the only known remaining human in the postappocalyptic land of Ooo hundreds of years after the Great Mushroom War,Television,Adventure Time,/wiki/Adventure_Time,2010,War
Although never directly stated enormous craters can be seen throughout the film and characters mention an event called the Flash The writer Gary Whitta stated he wanted the audience to figure out the nuclear event slowly112,Film,The Book of Eli,/wiki/The_Book_of_Eli,2010,War
Angela White  also author of On The Road,Novel,Life After War113,"/w/index.php?title=Life_After_War&action=edit&redlink=1,#cite_note-113",2010,War
Angela White  also author of Life After War,Novel,The Mountaineers114,"/w/index.php?title=The_Mountaineers_(novel)&action=edit&redlink=1,#cite_note-114",2010,War
Game by 4A Games and THQ for the PC and Xbox 360 set in postapocalyptic Moscow 20 years after a nuclear war,Game,Metro 2033,/wiki/Metro_2033_(video_game),2010,War
,Film,Resident Evil Afterlife,/wiki/Resident_Evil:_Afterlife,2010,Zombies
Lowbudget film  On an island off the coast of North America local residents simultaneously fight a zombie epidemic while hoping for a cure to return their undead relatives back to their human state Directed by George A Romero,Film,Survival of the Dead,/wiki/Survival_of_the_Dead,2010,Zombies
TV Film about a family trying to survive after a global outbreak,Television,After Armageddon,/wiki/After_Armageddon,2010,Disease
David J Rodger Ten years after a devastating global pandemic the lives of two survivors collide in a sequence of events that threaten both their sanity and their lives,Novel,Dog Eat Dog,/w/index.php?title=Dog_Eat_Dog_(novel)&action=edit&redlink=1,2010,Disease
Justin Cronin  A virus turns humanity into vampireesque creatures leading to the collapse of civilization while survivors eke out a bleak existence,Novel,The Passage115,"/wiki/The_Passage_(novel),#cite_note-115",2010,Disease
A gigantic meteor enters Earths orbit and begins to disintegrate showering the entire planet with debris,Film,Meteor Apocalypse,/wiki/Meteor_apocalypse_(2010_film),2010,Impact Event
A comet makes an unexpected turn towards the earth where all life may cease to exist within days if small town heroes fail to find a solution,Film,Quantum Apocalypse,/wiki/Quantum_Apocalypse,2010,Impact Event
Rex is an evo working with the military organization Providence to put an end to the outbreak of violent monstrous human mutations known as evos which are created when people are exposed to unsafe nanites a nanobot technology developed to fight diseases within humans Wars between evos and humans ensued when nanites started to get out of control116,Television,Generator Rex,/wiki/Generator_Rex,20102012,Technology
Aliens invade Earth and attempt to steal the brains of its citizens,Film,Skyline,/wiki/Skyline_(film),2010,Aliens
Depicts the attempts of US Marines to repel an alien invasion of Earth,Film,Battle Los Angeles,/wiki/Battle:Los_Angeles_(film),2010,Aliens
Aliens or creatures called Skitters Mechs and Overlords attack Earth as the series is showing the struggles six months after the initial attack on Earth,Television,Falling Skies,/wiki/Falling_Skies,2010now,Aliens
Davis Schneiderman  Lake Michigan mysteriously empties of water and an endoftime cult occupies the lakebed waiting for a reflooding of the zone by the power of giant Worm,Novel,Drain,/w/index.php?title=Drain_(novel)&action=edit&redlink=1,2010,Eco
Jim Munroe art by Shannon Gerard  a followup to Therefore Repent,Novel,Sword of My Mouth,,2010,Supernatural
Decline of world civilization caused by the depletion of oil reserves,Novel,Julian Comstock A Story of 22ndCentury America,/wiki/Julian_Comstock:_A_Story_of_22nd-Century_America,2010,Social Collapse
A comedy survivalist book by Forrest Griffin,Novel,Be Ready When the Sht Goes Down A Survival Guide to the Apocalypse,,2010,Unspecified
Vincent Gessler  A novel in which Syn the trapper and Ack his cybernetic wolf survive in a world covered with forests facing robots and humans,Novel,Cygnis,,2010,Unspecified
A video game by Daedalic Entertainment in which climate change has made the Earth uninhabitable,Game,A New Beginning,/wiki/A_New_Beginning_(video_game),2010,Eco
A UStelevision series featuring the world overrun by zombies By Frank Darabont,Television,The Walking Dead,/wiki/The_Walking_Dead_(TV_series),2010,Zombies
PlayStation 3 and Xbox 360 game by Omega Force and Tecmo Koei based on the landmark anime and manga series,Game,Fist of the North Star Kens Rage,/wiki/Fist_of_the_North_Star:_Ken%27s_Rage,2010,War
MultiA floating selfsustaining city contains what may be the final remnants of humanity after global warming causes sea levels to rise,Game,Brink,/wiki/Brink_(video_game),2011,Eco
An apocalyptic film by director Lars Von Trier describing the final days in the lives of two sisters and their family after astronomers discover a rogue planet called Melancholia headed directly toward the Earth,Film,Melancholia,/wiki/Melancholia_(2011_film),2011,MassiveImpact Event
A apocalyptic robotmachine uprising novel by Daniel H Wilson,Novel,Robopocalypse A Novel,/wiki/Robopocalypse,2011,Technology
James Wesley Rawles  An apocalyptic survivalist novel about a total socioeconomic collapse,Novel,Survivors A Novel of the Coming Collapse,/wiki/Survivors:_A_Novel_of_the_Coming_Collapse,2011,Social Collapse
Set in a postapocalyptic world in the country of Panem where the countries of North America once existed Based on the book of the same name by Suzanne Collins,Film,The Hunger Games,/wiki/The_Hunger_Games,2012,War
An asteroid is announced to hit Earth as a man searches to find his significant other before the impact occurs,Film,Seeking a Friend for the End of the World,/wiki/Seeking_a_Friend_for_the_End_of_the_World,2012,Impact Event
A novel by Ann Aguirre,Novel,Enclave,/wiki/Enclave,2011,Disease
Terri Blackstock  novel series covering how people react and survive after a natural EMP blast from a distant star knocks out all electronics all over the world,Novel,Restoration series,,2005,Supernatural
"A Japanese schoolgirl Sakura finds her average life in a small town turned inside out when all the males suddenly become zombies and begin to attack and kill females
With few skills and only her kyudo bow and an English textbook to accompany her she sets out on a journey through a dark world of murder and survival",Film,Schoolgirl Apocalypse,/wiki/Schoolgirl_Apocalypse,2011,Unknown power affecting only men
A particularly virulent strain of bird flu kills a large majority of humanity leaving birds to become the dominant class of animals The protagonist is one of the few humans naturally resistant to the flu,Game,Hatoful Boyfriend,/wiki/Hatoful_Boyfriend,2011,Disease
A PlayStation 3 video game that depicts the West Coast of USA that was hit by several disasters like tornadoes earthquakes rains and thunderstorms,Game,MotorStorm Apocalypse,/wiki/MotorStorm:_Apocalypse,2011,Collapse of infrastructure and fissures in races
A PC game that depicts the USA after World War III,Game,Wasteland Angel,/wiki/Wasteland_Angel,2011,War
A film about the psychological unraveling of a group of survivors who have holed up in the basement of their apartment building during a nuclear attack,Film,The Divide,/wiki/The_Divide_(film),2011,War
A PC strategy game where ice caps have melted to cause global flooding,Game,Oil Rush,/wiki/Oil_Rush,2012,Eco
A PlayStation 3 video game about a futuristic Tokyo that has become deserted by humans and overrun by many types of animals,Game,Tokyo Jungle,/wiki/Tokyo_Jungle,2012,Unspecified
An audio drama podcast following characters who survive an energyrelated apocalypse some in rural Maine USA and others in an unnamed city by FinalRune Productions,Other,The Cleansed,,2012,Social Collapse
Animated web series created by and starring Tom Hanks,Web series,Electric City,/wiki/Electric_City_(web_series),2012,War
A webcomic where children play a game called Sburb which causes multiple meteors to hit Earth They survive by abandoning Earth,Comic,Homestuck,/wiki/Homestuck,2009,Impact event
A fightingstyle game where a meteor hits Earth and wipes out modern technology reducing them to several Stone Agetype tribespeople The continents are rearranged and seven dinosaurlike deities fight for control over the new Urth,Game,Primal Rage,/wiki/Primal_Rage,1994,Impact event
World is destroyed by dream creating man Young man must fight with his own dream creation powers to save humanity,Novel,Dream caster,/w/index.php?title=Dream_caster&action=edit&redlink=1,2013,War
